user_id,step,event_name,ui_group,user_region
1,1_app_opened,app_opened,A(기존 UI),도심권
2,1_app_opened,app_opened,B(개선 UI),도심권
2,2_home_viewed,home_viewed,B(개선 UI),도심권
2,3_cart_interacted,cart_interacted,B(개선 UI),도심권
2,4_purchase_completed,purchase_completed,B(개선 UI),도심권
3,1_app_opened,app_opened,B(개선 UI),도심권
4,1_app_opened,app_opened,B(개선 UI),도심권
5,1_app_opened,app_opened,A(기존 UI),도심권
6,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
6,2_home_viewed,home_viewed,A(기존 UI),외곽 주거지(초월읍 등)
7,1_app_opened,app_opened,A(기존 UI),도심권
7,2_home_viewed,home_viewed,A(기존 UI),도심권
8,1_app_opened,app_opened,B(개선 UI),도심권
8,2_home_viewed,home_viewed,B(개선 UI),도심권
8,3_cart_interacted,cart_interacted,B(개선 UI),도심권
8,4_purchase_completed,purchase_completed,B(개선 UI),도심권
9,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
10,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
10,2_home_viewed,home_viewed,B(개선 UI),외곽 주거지(초월읍 등)
10,3_cart_interacted,cart_interacted,B(개선 UI),외곽 주거지(초월읍 등)
11,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
12,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
12,2_home_viewed,home_viewed,B(개선 UI),외곽 주거지(초월읍 등)
13,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
14,1_app_opened,app_opened,A(기존 UI),도심권
15,1_app_opened,app_opened,A(기존 UI),도심권
15,2_home_viewed,home_viewed,A(기존 UI),도심권
16,1_app_opened,app_opened,A(기존 UI),도심권
17,1_app_opened,app_opened,A(기존 UI),도심권
17,2_home_viewed,home_viewed,A(기존 UI),도심권
17,3_cart_interacted,cart_interacted,A(기존 UI),도심권
18,1_app_opened,app_opened,B(개선 UI),도심권
19,1_app_opened,app_opened,A(기존 UI),도심권
20,1_app_opened,app_opened,A(기존 UI),도심권
21,1_app_opened,app_opened,B(개선 UI),도심권
21,2_home_viewed,home_viewed,B(개선 UI),도심권
22,1_app_opened,app_opened,A(기존 UI),도심권
23,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
24,1_app_opened,app_opened,A(기존 UI),도심권
25,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
26,1_app_opened,app_opened,B(개선 UI),도심권
27,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
28,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
29,1_app_opened,app_opened,B(개선 UI),도심권
29,2_home_viewed,home_viewed,B(개선 UI),도심권
29,3_cart_interacted,cart_interacted,B(개선 UI),도심권
29,4_purchase_completed,purchase_completed,B(개선 UI),도심권
30,1_app_opened,app_opened,A(기존 UI),도심권
30,2_home_viewed,home_viewed,A(기존 UI),도심권
31,1_app_opened,app_opened,B(개선 UI),도심권
31,2_home_viewed,home_viewed,B(개선 UI),도심권
31,3_cart_interacted,cart_interacted,B(개선 UI),도심권
32,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
33,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
34,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
34,2_home_viewed,home_viewed,B(개선 UI),외곽 주거지(초월읍 등)
34,3_cart_interacted,cart_interacted,B(개선 UI),외곽 주거지(초월읍 등)
35,1_app_opened,app_opened,B(개선 UI),도심권
36,1_app_opened,app_opened,B(개선 UI),도심권
37,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
37,2_home_viewed,home_viewed,A(기존 UI),외곽 주거지(초월읍 등)
38,1_app_opened,app_opened,A(기존 UI),도심권
38,2_home_viewed,home_viewed,A(기존 UI),도심권
39,1_app_opened,app_opened,B(개선 UI),도심권
40,1_app_opened,app_opened,A(기존 UI),도심권
41,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
42,1_app_opened,app_opened,A(기존 UI),도심권
43,1_app_opened,app_opened,A(기존 UI),도심권
44,1_app_opened,app_opened,B(개선 UI),도심권
45,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
46,1_app_opened,app_opened,B(개선 UI),도심권
46,2_home_viewed,home_viewed,B(개선 UI),도심권
46,3_cart_interacted,cart_interacted,B(개선 UI),도심권
46,4_purchase_completed,purchase_completed,B(개선 UI),도심권
47,1_app_opened,app_opened,A(기존 UI),도심권
48,1_app_opened,app_opened,B(개선 UI),도심권
49,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
50,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
51,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
52,1_app_opened,app_opened,B(개선 UI),도심권
52,2_home_viewed,home_viewed,B(개선 UI),도심권
53,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
53,2_home_viewed,home_viewed,B(개선 UI),외곽 주거지(초월읍 등)
53,3_cart_interacted,cart_interacted,B(개선 UI),외곽 주거지(초월읍 등)
53,4_purchase_completed,purchase_completed,B(개선 UI),외곽 주거지(초월읍 등)
54,1_app_opened,app_opened,B(개선 UI),도심권
54,2_home_viewed,home_viewed,B(개선 UI),도심권
54,3_cart_interacted,cart_interacted,B(개선 UI),도심권
55,1_app_opened,app_opened,B(개선 UI),도심권
56,1_app_opened,app_opened,B(개선 UI),도심권
56,2_home_viewed,home_viewed,B(개선 UI),도심권
56,3_cart_interacted,cart_interacted,B(개선 UI),도심권
57,1_app_opened,app_opened,A(기존 UI),도심권
58,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
58,2_home_viewed,home_viewed,A(기존 UI),외곽 주거지(초월읍 등)
58,3_cart_interacted,cart_interacted,A(기존 UI),외곽 주거지(초월읍 등)
58,4_purchase_completed,purchase_completed,A(기존 UI),외곽 주거지(초월읍 등)
59,1_app_opened,app_opened,A(기존 UI),도심권
60,1_app_opened,app_opened,A(기존 UI),도심권
61,1_app_opened,app_opened,A(기존 UI),도심권
62,1_app_opened,app_opened,A(기존 UI),도심권
62,2_home_viewed,home_viewed,A(기존 UI),도심권
63,1_app_opened,app_opened,B(개선 UI),도심권
64,1_app_opened,app_opened,A(기존 UI),도심권
65,1_app_opened,app_opened,A(기존 UI),도심권
66,1_app_opened,app_opened,B(개선 UI),도심권
67,1_app_opened,app_opened,A(기존 UI),도심권
67,2_home_viewed,home_viewed,A(기존 UI),도심권
68,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
69,1_app_opened,app_opened,A(기존 UI),도심권
70,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
70,2_home_viewed,home_viewed,B(개선 UI),외곽 주거지(초월읍 등)
71,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
71,2_home_viewed,home_viewed,B(개선 UI),외곽 주거지(초월읍 등)
72,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
73,1_app_opened,app_opened,A(기존 UI),도심권
74,1_app_opened,app_opened,B(개선 UI),도심권
75,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
75,2_home_viewed,home_viewed,B(개선 UI),외곽 주거지(초월읍 등)
76,1_app_opened,app_opened,B(개선 UI),도심권
76,2_home_viewed,home_viewed,B(개선 UI),도심권
77,1_app_opened,app_opened,B(개선 UI),도심권
78,1_app_opened,app_opened,A(기존 UI),도심권
79,1_app_opened,app_opened,A(기존 UI),도심권
80,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
81,1_app_opened,app_opened,B(개선 UI),도심권
81,2_home_viewed,home_viewed,B(개선 UI),도심권
82,1_app_opened,app_opened,B(개선 UI),도심권
82,2_home_viewed,home_viewed,B(개선 UI),도심권
83,1_app_opened,app_opened,A(기존 UI),도심권
84,1_app_opened,app_opened,A(기존 UI),도심권
84,2_home_viewed,home_viewed,A(기존 UI),도심권
85,1_app_opened,app_opened,A(기존 UI),도심권
85,2_home_viewed,home_viewed,A(기존 UI),도심권
86,1_app_opened,app_opened,A(기존 UI),도심권
87,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
88,1_app_opened,app_opened,B(개선 UI),도심권
88,2_home_viewed,home_viewed,B(개선 UI),도심권
88,3_cart_interacted,cart_interacted,B(개선 UI),도심권
89,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
90,1_app_opened,app_opened,A(기존 UI),도심권
90,2_home_viewed,home_viewed,A(기존 UI),도심권
91,1_app_opened,app_opened,A(기존 UI),도심권
91,2_home_viewed,home_viewed,A(기존 UI),도심권
92,1_app_opened,app_opened,B(개선 UI),도심권
93,1_app_opened,app_opened,B(개선 UI),도심권
93,2_home_viewed,home_viewed,B(개선 UI),도심권
94,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
94,2_home_viewed,home_viewed,B(개선 UI),외곽 주거지(초월읍 등)
94,3_cart_interacted,cart_interacted,B(개선 UI),외곽 주거지(초월읍 등)
95,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
95,2_home_viewed,home_viewed,B(개선 UI),외곽 주거지(초월읍 등)
95,3_cart_interacted,cart_interacted,B(개선 UI),외곽 주거지(초월읍 등)
96,1_app_opened,app_opened,A(기존 UI),도심권
97,1_app_opened,app_opened,B(개선 UI),도심권
97,2_home_viewed,home_viewed,B(개선 UI),도심권
97,3_cart_interacted,cart_interacted,B(개선 UI),도심권
98,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
99,1_app_opened,app_opened,A(기존 UI),도심권
100,1_app_opened,app_opened,A(기존 UI),도심권
101,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
101,2_home_viewed,home_viewed,A(기존 UI),외곽 주거지(초월읍 등)
102,1_app_opened,app_opened,B(개선 UI),도심권
102,2_home_viewed,home_viewed,B(개선 UI),도심권
103,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
104,1_app_opened,app_opened,B(개선 UI),도심권
104,2_home_viewed,home_viewed,B(개선 UI),도심권
104,3_cart_interacted,cart_interacted,B(개선 UI),도심권
105,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
105,2_home_viewed,home_viewed,B(개선 UI),외곽 주거지(초월읍 등)
106,1_app_opened,app_opened,A(기존 UI),도심권
107,1_app_opened,app_opened,A(기존 UI),도심권
107,2_home_viewed,home_viewed,A(기존 UI),도심권
108,1_app_opened,app_opened,B(개선 UI),도심권
109,1_app_opened,app_opened,A(기존 UI),도심권
110,1_app_opened,app_opened,A(기존 UI),도심권
110,2_home_viewed,home_viewed,A(기존 UI),도심권
111,1_app_opened,app_opened,A(기존 UI),도심권
112,1_app_opened,app_opened,A(기존 UI),도심권
113,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
114,1_app_opened,app_opened,B(개선 UI),도심권
115,1_app_opened,app_opened,B(개선 UI),도심권
115,2_home_viewed,home_viewed,B(개선 UI),도심권
115,3_cart_interacted,cart_interacted,B(개선 UI),도심권
115,4_purchase_completed,purchase_completed,B(개선 UI),도심권
116,1_app_opened,app_opened,B(개선 UI),도심권
116,2_home_viewed,home_viewed,B(개선 UI),도심권
117,1_app_opened,app_opened,B(개선 UI),도심권
118,1_app_opened,app_opened,A(기존 UI),도심권
119,1_app_opened,app_opened,B(개선 UI),도심권
120,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
120,2_home_viewed,home_viewed,B(개선 UI),외곽 주거지(초월읍 등)
121,1_app_opened,app_opened,B(개선 UI),도심권
121,2_home_viewed,home_viewed,B(개선 UI),도심권
122,1_app_opened,app_opened,B(개선 UI),도심권
122,2_home_viewed,home_viewed,B(개선 UI),도심권
122,3_cart_interacted,cart_interacted,B(개선 UI),도심권
122,4_purchase_completed,purchase_completed,B(개선 UI),도심권
123,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
124,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
125,1_app_opened,app_opened,A(기존 UI),도심권
126,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
127,1_app_opened,app_opened,B(개선 UI),도심권
127,2_home_viewed,home_viewed,B(개선 UI),도심권
128,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
128,2_home_viewed,home_viewed,B(개선 UI),외곽 주거지(초월읍 등)
128,3_cart_interacted,cart_interacted,B(개선 UI),외곽 주거지(초월읍 등)
129,1_app_opened,app_opened,A(기존 UI),도심권
130,1_app_opened,app_opened,B(개선 UI),도심권
131,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
132,1_app_opened,app_opened,A(기존 UI),도심권
133,1_app_opened,app_opened,A(기존 UI),도심권
133,2_home_viewed,home_viewed,A(기존 UI),도심권
134,1_app_opened,app_opened,A(기존 UI),도심권
135,1_app_opened,app_opened,B(개선 UI),도심권
135,2_home_viewed,home_viewed,B(개선 UI),도심권
135,3_cart_interacted,cart_interacted,B(개선 UI),도심권
135,4_purchase_completed,purchase_completed,B(개선 UI),도심권
136,1_app_opened,app_opened,A(기존 UI),도심권
137,1_app_opened,app_opened,B(개선 UI),도심권
137,2_home_viewed,home_viewed,B(개선 UI),도심권
138,1_app_opened,app_opened,B(개선 UI),도심권
138,2_home_viewed,home_viewed,B(개선 UI),도심권
139,1_app_opened,app_opened,A(기존 UI),도심권
140,1_app_opened,app_opened,B(개선 UI),도심권
141,1_app_opened,app_opened,B(개선 UI),도심권
141,2_home_viewed,home_viewed,B(개선 UI),도심권
142,1_app_opened,app_opened,A(기존 UI),도심권
142,2_home_viewed,home_viewed,A(기존 UI),도심권
143,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
144,1_app_opened,app_opened,A(기존 UI),도심권
145,1_app_opened,app_opened,A(기존 UI),도심권
146,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
147,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
147,2_home_viewed,home_viewed,B(개선 UI),외곽 주거지(초월읍 등)
148,1_app_opened,app_opened,B(개선 UI),도심권
148,2_home_viewed,home_viewed,B(개선 UI),도심권
149,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
149,2_home_viewed,home_viewed,A(기존 UI),외곽 주거지(초월읍 등)
150,1_app_opened,app_opened,A(기존 UI),도심권
150,2_home_viewed,home_viewed,A(기존 UI),도심권
151,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
151,2_home_viewed,home_viewed,B(개선 UI),외곽 주거지(초월읍 등)
152,1_app_opened,app_opened,A(기존 UI),도심권
153,1_app_opened,app_opened,A(기존 UI),도심권
153,2_home_viewed,home_viewed,A(기존 UI),도심권
154,1_app_opened,app_opened,A(기존 UI),도심권
155,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
155,2_home_viewed,home_viewed,B(개선 UI),외곽 주거지(초월읍 등)
156,1_app_opened,app_opened,A(기존 UI),도심권
157,1_app_opened,app_opened,B(개선 UI),도심권
157,2_home_viewed,home_viewed,B(개선 UI),도심권
158,1_app_opened,app_opened,B(개선 UI),도심권
159,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
160,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
161,1_app_opened,app_opened,A(기존 UI),도심권
162,1_app_opened,app_opened,B(개선 UI),도심권
162,2_home_viewed,home_viewed,B(개선 UI),도심권
163,1_app_opened,app_opened,B(개선 UI),도심권
163,2_home_viewed,home_viewed,B(개선 UI),도심권
163,3_cart_interacted,cart_interacted,B(개선 UI),도심권
164,1_app_opened,app_opened,B(개선 UI),도심권
164,2_home_viewed,home_viewed,B(개선 UI),도심권
165,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
166,1_app_opened,app_opened,B(개선 UI),도심권
167,1_app_opened,app_opened,A(기존 UI),도심권
167,2_home_viewed,home_viewed,A(기존 UI),도심권
168,1_app_opened,app_opened,A(기존 UI),도심권
169,1_app_opened,app_opened,A(기존 UI),도심권
170,1_app_opened,app_opened,B(개선 UI),도심권
171,1_app_opened,app_opened,B(개선 UI),도심권
172,1_app_opened,app_opened,A(기존 UI),도심권
173,1_app_opened,app_opened,B(개선 UI),도심권
173,2_home_viewed,home_viewed,B(개선 UI),도심권
174,1_app_opened,app_opened,A(기존 UI),도심권
175,1_app_opened,app_opened,B(개선 UI),도심권
176,1_app_opened,app_opened,A(기존 UI),도심권
177,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
178,1_app_opened,app_opened,A(기존 UI),도심권
178,2_home_viewed,home_viewed,A(기존 UI),도심권
179,1_app_opened,app_opened,B(개선 UI),도심권
179,2_home_viewed,home_viewed,B(개선 UI),도심권
180,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
181,1_app_opened,app_opened,A(기존 UI),도심권
181,2_home_viewed,home_viewed,A(기존 UI),도심권
181,3_cart_interacted,cart_interacted,A(기존 UI),도심권
181,4_purchase_completed,purchase_completed,A(기존 UI),도심권
182,1_app_opened,app_opened,A(기존 UI),도심권
183,1_app_opened,app_opened,B(개선 UI),도심권
183,2_home_viewed,home_viewed,B(개선 UI),도심권
184,1_app_opened,app_opened,B(개선 UI),도심권
185,1_app_opened,app_opened,A(기존 UI),도심권
186,1_app_opened,app_opened,B(개선 UI),도심권
187,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
187,2_home_viewed,home_viewed,B(개선 UI),외곽 주거지(초월읍 등)
188,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
189,1_app_opened,app_opened,B(개선 UI),도심권
190,1_app_opened,app_opened,A(기존 UI),도심권
190,2_home_viewed,home_viewed,A(기존 UI),도심권
191,1_app_opened,app_opened,A(기존 UI),도심권
192,1_app_opened,app_opened,B(개선 UI),도심권
192,2_home_viewed,home_viewed,B(개선 UI),도심권
193,1_app_opened,app_opened,B(개선 UI),도심권
194,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
194,2_home_viewed,home_viewed,B(개선 UI),외곽 주거지(초월읍 등)
195,1_app_opened,app_opened,A(기존 UI),도심권
196,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
197,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
197,2_home_viewed,home_viewed,B(개선 UI),외곽 주거지(초월읍 등)
197,3_cart_interacted,cart_interacted,B(개선 UI),외곽 주거지(초월읍 등)
198,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
199,1_app_opened,app_opened,B(개선 UI),도심권
199,2_home_viewed,home_viewed,B(개선 UI),도심권
200,1_app_opened,app_opened,B(개선 UI),도심권
200,2_home_viewed,home_viewed,B(개선 UI),도심권
200,3_cart_interacted,cart_interacted,B(개선 UI),도심권
200,4_purchase_completed,purchase_completed,B(개선 UI),도심권
201,1_app_opened,app_opened,B(개선 UI),도심권
201,2_home_viewed,home_viewed,B(개선 UI),도심권
202,1_app_opened,app_opened,A(기존 UI),도심권
203,1_app_opened,app_opened,A(기존 UI),도심권
204,1_app_opened,app_opened,B(개선 UI),도심권
205,1_app_opened,app_opened,B(개선 UI),도심권
205,2_home_viewed,home_viewed,B(개선 UI),도심권
205,3_cart_interacted,cart_interacted,B(개선 UI),도심권
205,4_purchase_completed,purchase_completed,B(개선 UI),도심권
206,1_app_opened,app_opened,A(기존 UI),도심권
207,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
208,1_app_opened,app_opened,B(개선 UI),도심권
208,2_home_viewed,home_viewed,B(개선 UI),도심권
209,1_app_opened,app_opened,A(기존 UI),도심권
209,2_home_viewed,home_viewed,A(기존 UI),도심권
210,1_app_opened,app_opened,A(기존 UI),도심권
211,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
212,1_app_opened,app_opened,B(개선 UI),도심권
213,1_app_opened,app_opened,B(개선 UI),도심권
214,1_app_opened,app_opened,A(기존 UI),도심권
214,2_home_viewed,home_viewed,A(기존 UI),도심권
215,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
215,2_home_viewed,home_viewed,B(개선 UI),외곽 주거지(초월읍 등)
216,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
217,1_app_opened,app_opened,A(기존 UI),도심권
218,1_app_opened,app_opened,B(개선 UI),도심권
219,1_app_opened,app_opened,B(개선 UI),도심권
219,2_home_viewed,home_viewed,B(개선 UI),도심권
220,1_app_opened,app_opened,B(개선 UI),도심권
220,2_home_viewed,home_viewed,B(개선 UI),도심권
221,1_app_opened,app_opened,B(개선 UI),도심권
222,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
222,2_home_viewed,home_viewed,B(개선 UI),외곽 주거지(초월읍 등)
223,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
224,1_app_opened,app_opened,A(기존 UI),도심권
225,1_app_opened,app_opened,A(기존 UI),도심권
226,1_app_opened,app_opened,A(기존 UI),도심권
227,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
227,2_home_viewed,home_viewed,B(개선 UI),외곽 주거지(초월읍 등)
227,3_cart_interacted,cart_interacted,B(개선 UI),외곽 주거지(초월읍 등)
228,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
229,1_app_opened,app_opened,B(개선 UI),도심권
230,1_app_opened,app_opened,B(개선 UI),도심권
230,2_home_viewed,home_viewed,B(개선 UI),도심권
231,1_app_opened,app_opened,B(개선 UI),도심권
231,2_home_viewed,home_viewed,B(개선 UI),도심권
232,1_app_opened,app_opened,B(개선 UI),도심권
232,2_home_viewed,home_viewed,B(개선 UI),도심권
233,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
233,2_home_viewed,home_viewed,B(개선 UI),외곽 주거지(초월읍 등)
234,1_app_opened,app_opened,A(기존 UI),도심권
234,2_home_viewed,home_viewed,A(기존 UI),도심권
235,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
236,1_app_opened,app_opened,B(개선 UI),도심권
236,2_home_viewed,home_viewed,B(개선 UI),도심권
237,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
238,1_app_opened,app_opened,A(기존 UI),도심권
239,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
240,1_app_opened,app_opened,A(기존 UI),도심권
241,1_app_opened,app_opened,B(개선 UI),도심권
241,2_home_viewed,home_viewed,B(개선 UI),도심권
242,1_app_opened,app_opened,B(개선 UI),도심권
242,2_home_viewed,home_viewed,B(개선 UI),도심권
243,1_app_opened,app_opened,B(개선 UI),도심권
243,2_home_viewed,home_viewed,B(개선 UI),도심권
244,1_app_opened,app_opened,A(기존 UI),도심권
245,1_app_opened,app_opened,A(기존 UI),도심권
246,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
247,1_app_opened,app_opened,A(기존 UI),도심권
248,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
248,2_home_viewed,home_viewed,B(개선 UI),외곽 주거지(초월읍 등)
248,3_cart_interacted,cart_interacted,B(개선 UI),외곽 주거지(초월읍 등)
249,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
249,2_home_viewed,home_viewed,B(개선 UI),외곽 주거지(초월읍 등)
250,1_app_opened,app_opened,B(개선 UI),도심권
251,1_app_opened,app_opened,A(기존 UI),도심권
252,1_app_opened,app_opened,A(기존 UI),도심권
253,1_app_opened,app_opened,B(개선 UI),도심권
253,2_home_viewed,home_viewed,B(개선 UI),도심권
254,1_app_opened,app_opened,A(기존 UI),도심권
255,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
256,1_app_opened,app_opened,B(개선 UI),도심권
256,2_home_viewed,home_viewed,B(개선 UI),도심권
257,1_app_opened,app_opened,B(개선 UI),도심권
258,1_app_opened,app_opened,B(개선 UI),도심권
259,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
260,1_app_opened,app_opened,A(기존 UI),도심권
261,1_app_opened,app_opened,B(개선 UI),도심권
261,2_home_viewed,home_viewed,B(개선 UI),도심권
262,1_app_opened,app_opened,B(개선 UI),도심권
262,2_home_viewed,home_viewed,B(개선 UI),도심권
262,3_cart_interacted,cart_interacted,B(개선 UI),도심권
262,4_purchase_completed,purchase_completed,B(개선 UI),도심권
263,1_app_opened,app_opened,A(기존 UI),도심권
264,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
265,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
265,2_home_viewed,home_viewed,B(개선 UI),외곽 주거지(초월읍 등)
266,1_app_opened,app_opened,B(개선 UI),도심권
266,2_home_viewed,home_viewed,B(개선 UI),도심권
267,1_app_opened,app_opened,B(개선 UI),도심권
268,1_app_opened,app_opened,B(개선 UI),도심권
269,1_app_opened,app_opened,A(기존 UI),도심권
269,2_home_viewed,home_viewed,A(기존 UI),도심권
269,3_cart_interacted,cart_interacted,A(기존 UI),도심권
270,1_app_opened,app_opened,A(기존 UI),도심권
271,1_app_opened,app_opened,B(개선 UI),도심권
271,2_home_viewed,home_viewed,B(개선 UI),도심권
272,1_app_opened,app_opened,B(개선 UI),도심권
273,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
274,1_app_opened,app_opened,B(개선 UI),도심권
274,2_home_viewed,home_viewed,B(개선 UI),도심권
274,3_cart_interacted,cart_interacted,B(개선 UI),도심권
274,4_purchase_completed,purchase_completed,B(개선 UI),도심권
275,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
275,2_home_viewed,home_viewed,B(개선 UI),외곽 주거지(초월읍 등)
276,1_app_opened,app_opened,B(개선 UI),도심권
